Serial no,Asset tag,Brand,Category,Area,Vintage,Description,comment,Last service date,Model no,Fc no,Upcoming service date
440268,ZCPL-ASSET-1,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
157278,ZCPL-ASSET-2,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
440241,ZCPL-ASSET-3,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
157355,ZCPL-ASSET-4,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
443549,ZCPL-ASSET-5,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
440236,ZCPL-ASSET-6,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
440112,ZCPL-ASSET-7,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X4.5BERD-S48B,969,
14500701,ZCPL-ASSET-8,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A13X6.3BMD-DSD,969,
45706307,ZCPL-ASSET-9,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A17X9BRM-SD,969,
13504601,ZCPL-ASSET-10,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A20X8.6BERM-SD,969,
13001920,ZCPL-ASSET-11,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A20X8.6BERM-SD,969,
383471,ZCPL-ASSET-12,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
383480,ZCPL-ASSET-13,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381608,ZCPL-ASSET-14,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
380283,ZCPL-ASSET-15,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381561,ZCPL-ASSET-16,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381620,ZCPL-ASSET-17,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381542,ZCPL-ASSET-18,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381602,ZCPL-ASSET-19,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
381529,ZCPL-ASSET-20,FUJINON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,A22X7.8BERD-S48B,969,
NSN,ZCPL-ASSET-21,FUJINON,SERVO KIT,STORE-3 H1,0,FOCUS DEMAND,,,CFH-3,969,
221260AQ,ZCPL-ASSET-22,CANON,LENS 100,AC WH-1 FLOOR,0,STUDIO/OB LENS,,,XJ100X9.3B,28,
00048,ZCPL-ASSET-23,NETWORK,ROUTER PANEL,RACK 26A,0,NETWORK ROUTER PANEL ,,,MEDIA8,612,
01555,ZCPL-ASSET-24,VINTEN,TRIPOD,RACK 35C,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-750,1317,
01573,ZCPL-ASSET-25,VINTEN,TRIPOD,RACK 35A,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-750,1274,
01887,ZCPL-ASSET-26,VINTEN,TRIPOD,RACK 35C,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-700,1271,
00212,ZCPL-ASSET-27,VINTEN,TRIPOD,RACK 33C,0,"HDT LEGS WITH 4 BOLTS & WASHER, 1 SPREADER & 3 SPIKE",,,3902,1495,
7734,ZCPL-ASSET-28,VINTEN,TRIPOD,RACK 34A,0,"HDT LEGS WITH 4 BOLTS & WASHER, 1 SPREADER & 3 SPIKE",,,3496,657,
7742,ZCPL-ASSET-29,VINTEN,TRIPOD,RACK 34A,0,"HDT LEGS WITH 4 BOLTS & WASHER, 1 SPREADER & 3 SPIKE",,,3496,659,
01570,ZCPL-ASSET-30,VINTEN,TRIPOD,RACK 35B,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-750,1198,
MS0335,ZCPL-ASSET-31,CARTONI,TRIPOD,RACK 43A,0,MEDIUM WEIGHT TRIPOD HEAD,,,MASTER,1131,
MS0336,ZCPL-ASSET-32,CARTONI,TRIPOD,RACK 43A,0,MEDIUM WEIGHT TRIPOD HEAD,,,MASTER,nan,
MK0673,ZCPL-ASSET-33,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0670,ZCPL-ASSET-34,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0674,ZCPL-ASSET-35,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0671,ZCPL-ASSET-36,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0668,ZCPL-ASSET-37,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0667,ZCPL-ASSET-38,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0648,ZCPL-ASSET-39,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0652,ZCPL-ASSET-40,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0655,ZCPL-ASSET-41,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0661,ZCPL-ASSET-42,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0651,ZCPL-ASSET-43,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0656,ZCPL-ASSET-44,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0658,ZCPL-ASSET-45,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0660,ZCPL-ASSET-46,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0649,ZCPL-ASSET-47,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0659,ZCPL-ASSET-48,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0677,ZCPL-ASSET-49,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0678,ZCPL-ASSET-50,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0689,ZCPL-ASSET-51,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0624,ZCPL-ASSET-52,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0664,ZCPL-ASSET-53,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0688,ZCPL-ASSET-54,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0666,ZCPL-ASSET-55,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0669,ZCPL-ASSET-56,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0663,ZCPL-ASSET-57,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0676,ZCPL-ASSET-58,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0647,ZCPL-ASSET-59,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0653,ZCPL-ASSET-60,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0662,ZCPL-ASSET-61,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
MK0679,ZCPL-ASSET-62,CARTONI,TRIPOD,nan,0,"FLUID HEAD 150MM BOWL CONVERTER (FLAT / MITCHELL) WITH CAMERA PLATE, TELISCOPIC PANBAR, TIE DOWN KNOB ",,,MASTER MK 2,nan,
3F2P5,ZCPL-ASSET-63,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86 UNIVERSE,11,
3F23Y,ZCPL-ASSET-64,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA ADAPTOR,,,XF UNIVERSE ADAPT,11,
A151540,ZCPL-ASSET-65,EVS,EVS,AC WH-1 FLOOR,0,EVS PRODUCTION SERVER - 12 CHANNEL,,,XT[3],1096,
KB08310154,ZCPL-ASSET-66,GRASS VALLEY,PRESS BIN,RACK 16A,0,GLUES/MODULAR BIN FRAME,,,GECKO8900,404,
221289AV,ZCPL-ASSET-67,CANON,LENS 100,AC WH-1 FLOOR,0,STUDIO/OB LENS,,,XJ100X9.3B,833,
R90399001,ZCPL-ASSET-68,GRASS VALLEY,SWITCHER,AC WH-1 RACK,0,CARD KAYAK SWITCHER,,,399-0525-02,nan,
BH10230349,ZCPL-ASSET-69,GRASS VALLEY,SWITCHER RACK,AC WH-1 FLOOR,0,KAYAK MIX EFFECTS/ME BOARD,,,771-039000/A,nan,
BH12370149,ZCPL-ASSET-70,GRASS VALLEY,nan,STORE-1 FLOOR,0,KAYAK MIX EFFECTS/ME BOARD,,,771-039001/A,nan,
GV060371,ZCPL-ASSET-71,GRASS VALLEY,SWITCHER RACK,AC WH-1 FLOOR,0,DIGITAL PRODUCTION SWITCHER MAINFRAME - HOUSING,,,KAYAK HD (3 M/E),1373,
601138-T79050003,ZCPL-ASSET-72,GRASS VALLEY,K FRAME,STORE-1,0,"BD SET ASSY, VIDEO INPUT ENCHI",,,772001403,nan,
210911-T72078033,ZCPL-ASSET-73,GRASS VALLEY,K FRAME,STORE-1,0,PS8300 POWER SUPPLY MODULE,,,PH0009-01,nan,
210911-T72078041,ZCPL-ASSET-74,GRASS VALLEY,K FRAME,STORE-1,0,PS8300 POWER SUPPLY MODULE,,,PH0009-01,nan,
615919R193351001,ZCPL-ASSET-75,GRASS VALLEY,K FRAME,STORE-1,0,K-FRAME XP 4K UHD I O CONV MODULE,,,K-FRM -IO-CONV-XP,nan,
615919R193351004,ZCPL-ASSET-76,GRASS VALLEY,K FRAME,STORE-1,0,K-FRAME XP 4K UHD I O CONV MODULE,,,K-FRM -IO-CONV-XP,nan,
615919R193351002,ZCPL-ASSET-77,GRASS VALLEY,K FRAME,STORE-1,0,K-FRAME XP 4K UHD I O CONV MODULE,,,K-FRM -IO-CONV-XP,nan,
615919R193351003,ZCPL-ASSET-78,GRASS VALLEY,K FRAME,STORE-1,0,K-FRAME XP 4K UHD I O CONV MODULE,,,K-FRM -IO-CONV-XP,nan,
BH10230315,ZCPL-ASSET-79,GRASS VALLEY,SWITCHER RACK,AC WH-1 FLOOR,0,KAYAK MIX EFFECTS/ME BOARD,,,771-039000/A,1373,
GV065203,ZCPL-ASSET-80,GRASS VALLEY,SWITCHER RACK,AC WH-1 FLOOR,0,POWER SUPPLY FOR SWITCHER,,,KAYAK DD,nan,
GV060399,ZCPL-ASSET-81,GRASS VALLEY,SWITCHER,AC WH-1 FLOOR,0,SWITCHER KEYBOARD,,,KAYAK (3 M/E),1342,
NSN,ZCPL-ASSET-82,BEYERDYNAMIC,HEADSET,RACK 24A,0,DUAL MUFF HEADSET,,,DT-109,678,
K2304089,ZCPL-ASSET-83,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304090,ZCPL-ASSET-84,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304091,ZCPL-ASSET-85,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304092,ZCPL-ASSET-86,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304067,ZCPL-ASSET-87,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304068,ZCPL-ASSET-88,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304021,ZCPL-ASSET-89,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304022,ZCPL-ASSET-90,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304039,ZCPL-ASSET-91,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304040,ZCPL-ASSET-92,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304045,ZCPL-ASSET-93,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304046,ZCPL-ASSET-94,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304047,ZCPL-ASSET-95,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304048,ZCPL-ASSET-96,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304083,ZCPL-ASSET-97,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304084,ZCPL-ASSET-98,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304023,ZCPL-ASSET-99,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304024,ZCPL-ASSET-100,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304065,ZCPL-ASSET-101,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K2304066,ZCPL-ASSET-102,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
K182403,ZCPL-ASSET-103,GRASS VALLEY,DFS,CONFRENCE ROOM,0,FRAME SYNCHRONIZER,,,KUDOS PRO LC350+,nan,
R92256040,ZCPL-ASSET-104,MIRANDA,MULTIVIEWER RACK,AC WH-1 FLOOR,0,GLUES/MODULAR CARDS (2 NOS),,,KMX-3901-OUT-D,70,
3E4XW,ZCPL-ASSET-105,GRASS VALLEY,VISION RACK,AC WH-1 FLOOR,0,CAMERA CONTROL UNIT (CCU-80 ELITE) - BASE STATION,,,XCU ELITE FIBER,1447,
2551303,ZCPL-ASSET-106,BLACKMAGIC,SSD REC,OFFICE SHELF-B,0,HYPER DECK STUDIO 4K,,,SSD-4K,1552,
B20246,ZCPL-ASSET-107,FUJINON,T-MOUNT,RACK 52A,0,LENS SUPPORTER WITH RAIN & OPERATING COVER,,,ELH-112B-35A,287,
NSN,ZCPL-ASSET-108,MARSHALL,NET CAMS,RACK 28A,0,NET CAM WITH UV FILTER/LENS/ADAPTOR,,,R15,72,
NSN,ZCPL-ASSET-109,MARSHALL,NET CAMS,RACK 28A,0,NET CAM WITH UV FILTER/LENS/ADAPTOR,,,R15,72,
NSN,ZCPL-ASSET-110,MARSHALL,NET CAMS,RACK 28A,0,2 MOUNTING ARMS,,,NMN,72,
68490,ZCPL-ASSET-111,TSL,AUDIO ROUTER RACK,AC WH-1 FLOOR,0,AUDIO MONITORING UNIT,,,PAM1-MK2,1248,
9982653,ZCPL-ASSET-112,BLACKMAGIC,nan,RACK 29B,0,TERANEX MINI-QUAD SDI TO 12G-SDI,,,12G-SDI,535,
9982698,ZCPL-ASSET-113,BLACKMAGIC,nan,RACK 29B,0,TERANEX MINI-QUAD SDI TO 12G-SDI,,,12G-SDI,535,
9982732,ZCPL-ASSET-114,BLACKMAGIC,nan,RACK 29B,0,TERANEX MINI-QUAD SDI TO 12G-SDI,,,12G-SDI,535,
9982727,ZCPL-ASSET-115,BLACKMAGIC,nan,RACK 29B,0,TERANEX MINI-QUAD SDI TO 12G-SDI,,,12G-SDI,535,
IN401317,ZCPL-ASSET-116,JK AUDIO,AUDIO,STORE-3 C1,0,MULTI-LINE DIGITAL TELEPHONE HYBRID,,,INNKEEPER 4,949,
3F665,ZCPL-ASSET-117,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86 UNIVERSE,1115,
3EYCS,ZCPL-ASSET-118,GRASS VALLEY,CCU,AC WH-1 FLOOR,0,CAMERA CONTROL UNIT (CCU-86N) - BASE STATION,,,XCU UNIVERSE XF,nan,
K230430,ZCPL-ASSET-119,GRASS VALLEY,VIDEO BIN,RACK 18C,0,FRAME SYNCHRONIZER,,,KUDOS PRO UHD1200,1340,
K230431,ZCPL-ASSET-120,GRASS VALLEY,VIDEO BIN,RACK 18C,0,FRAME SYNCHRONIZER,,,KUDOS PRO UHD1200,1340,
3CYTD,ZCPL-ASSET-121,GRASS VALLEY,VIEWFINDER,STORE-3 FLOOR,0,7 INCH VIEWFINDER,,,EYECATCHER-EC744,1536,
E50064,ZCPL-ASSET-122,MILLER,TRIPOD,RACK 44C,0,MEDIUM WEIGHT TRIPOD WITH 2 PANBARS & 1 EXTN. ARM,,,DS-60,456,
2W33S,ZCPL-ASSET-123,GRASS VALLEY,SUPERXPANDER,RACK 50A,0,REFLEX SUPERXPANDER WITH RAIN & OPERATING COVER,,,LDK 4475/00,1278,
465JJ,ZCPL-ASSET-124,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,2 INCH VIEWFINDER,,,EYECATCHER-EC200,6,
3E29W,ZCPL-ASSET-125,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86 UNIVERSE,1127,
3DXY2,ZCPL-ASSET-126,GRASS VALLEY,CAMS 86U,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA ADAPTOR,,,XF UNIVERSE ADAPT,1127,
3Z4Y5,ZCPL-ASSET-127,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,2 INCH VIEWFINDER,,,EYECATCHER-EC200,2,
3ZEJF,ZCPL-ASSET-128,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86N WORLDCAM,3,
3Z9JD,ZCPL-ASSET-129,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA ADAPTOR,,,XF UNIVERSE ADAPT,3,
3YVCM,ZCPL-ASSET-130,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86N WORLDCAM,508,
3YZMM,ZCPL-ASSET-131,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,SUPER SLOW MOTION - CAMERA HEAD,,,LDX 86N WORLDCAM,1101,
3Z296,ZCPL-ASSET-132,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,SUPER SLOMOTION - CAMERA ADAPTOR,,,XF UNIVERSE ADAPT,1101,
465JK,ZCPL-ASSET-133,GRASS VALLEY,CAMS 86N,AC WH-1 FLOOR,0,2 INCH VIEWFINDER,,,EYECATCHER-EC200,nan,
3AHY5,ZCPL-ASSET-134,GRASS VALLEY,CAMS 80 ELITE,AC WH-1 FLOOR,0,MULTI-STANDARD HD CAMERA HEAD,,,LDX80 ELITE,1298,
3E5JJ,ZCPL-ASSET-135,GRASS VALLEY,CAMS 80 ELITE,AC WH-1 FLOOR,0,MULTI-STANDARD HD CAMERA ADAPTOR,,,LDK 5650/10,1298,
3E5HC,ZCPL-ASSET-136,GRASS VALLEY,CAMS 80 ELITE,AC WH-1 FLOOR,0,MULTI-STANDARD HD CAMERA HEAD,,,LDX80 ELITE,1182,
3E5JM,ZCPL-ASSET-137,GRASS VALLEY,CAMS 80 ELITE,AC WH-1 FLOOR,0,MULTI-STANDARD HD CAMERA ADAPTOR,,,LDK 5650/10,1182,
33127N0009,ZCPL-ASSET-138,UNIPOWER,nan,STORE-1 FLOOR,0,KAYAK POWER SUPPLY FOR MAINFRAME,,,ROPTPCM7000-Z,nan,
1807318,ZCPL-ASSET-139,VINTEN,TRIPOD,RACK 34B,0,"HDT LEGS WITH 4 BOLTS & WASHER, 1 SPREADER & 3 SPIKE",,,3902,67,
01782,ZCPL-ASSET-140,VINTEN,TRIPOD,RACK 35C,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-700,65,
01781,ZCPL-ASSET-141,VINTEN,TRIPOD,RACK 36C,0,HDT HEAD WITH 2 PANBARS & 1 EXTN. ARM,,,VECTOR-700,nan,
NSN,ZCPL-ASSET-142,STUDIO ASSIST ,TRIPOD,RACK 45A,0,MEDIUM WEIGHT TRIPOD HEAD,,,NMN,663,
NSN,ZCPL-ASSET-143,STUDIO ASSIST ,TRIPOD,RACK 45A,0,MEDIUM WEIGHT TRIPOD HEAD,,,NMN,664,
ZCL665,ZCPL-ASSET-144,STUDIO ASSIST ,TRIPOD,RACK 45A,0,MEDIUM WEIGHT TRIPOD HEAD,,,NMN,665,
500096,ZCPL-ASSET-145,CANON,SERVO KIT,STORE-3 H1,0,FOCUS SERVO MODULE,,,FPM-420D,969,
01216309,ZCPL-ASSET-146,CANON,EFP LENS,STORE-3 H1,0,STANDARD ENG LENS WITH FRONT & BACK CAP,,,HJ22EX7.6B IRSEA,969,
1720A23-E019,ZCPL-ASSET-147,KONVISION,MONITOR,WH-3,0,17 INCH MONITOR 4K HDR,,,KUM-1720Q,nan,
CN-013V6P-FCC00-2CO-CRUX,ZCPL-ASSET-148,DELL,VGA MONITOR,STORE-2 FLOOR,0,24 INCH VGA MONITOR,,,SE2422H,nan,
UAAC2698,ZCPL-ASSET-149,IKEGAMI,MONITOR, WH-2 FLOOR,0,24 INCH COLOUR MONITOR,,,HLM-2450WB,991,
LB20610588,ZCPL-ASSET-150,LAPCARE,LSM CONNECT,RACK 13A,0,USB KEYBOARD,,,D-LITE+,1201,
R143380,ZCPL-ASSET-151,EVS,EVS REMOTE,AC WH-1 FLOOR,0,EVS REMOTE CONTROLLER,,,[LSM],197,
R143710,ZCPL-ASSET-152,EVS,EVS REMOTE,nan,0,EVS REMOTE CONTROLLER,,,[LSM],nan,
